P/GPa anatase baddeleyite brookite columbite cotunnite C2c fluorite hollandite 0-a-P21c 0-b-P21c 0-c-I41a 0-d-P31m 0-e-C2c 0-f-C2m 0-g-Im2m 40-a-Pnnm 60-a-R3 60-b-P21c 60-c-Pc 60-d-P62m 60-e-P21m 60-f-Pmn21 60-g-Pminus1 OIanalogue pyrite ramsdelliteAnalogue rutile TiO2B
2.0265 -900.8623959610709 NaN -904.4435611943682 -908.2347584888051 NaN -900.4466322640824 NaN -892.3720059205248 -908.1977704678986 -904.8296539282637 -902.6001202241328 -902.281541119919 -901.6242216161608 -899.769180842676 -900.2850239727989 NaN -893.3950366460829 -902.810749156378 NaN NaN NaN NaN NaN -902.5850732475255 -905.0110039857085 -899.9856305532589 -908.9433466186255 -896.6423391950647
2.2798125 -899.6416287658058 NaN -903.300001562785 -907.1528171099307 NaN -899.4317629677413 NaN -890.9848260246811 -907.1098231722669 -903.7933971794109 -901.5401722698027 -901.2010107579348 -900.5693406967209 -898.6095540059998 -899.1960465677996 NaN -892.4420067748672 -901.7823989147489 NaN NaN NaN NaN NaN -901.5787574872066 -903.997771790353 -898.978155157736 -907.8497542533759 -895.3577099160228
2.533125 -898.4205808762999 NaN -902.1588545628472 -906.0729083365478 NaN -898.4190767684336 NaN -889.6044567435412 -906.0243544956481 -902.7593989825045 -900.4828366623254 -900.1228279633523 -899.5172181983976 -897.4540111292292 -898.1096273800948 NaN -891.4906795494851 -900.7564943948241 NaN NaN NaN NaN NaN -900.5748472997279 -902.9864157120505 -897.97341670741 -906.7555942416815 -894.0669916315408
2.7864375 -897.2028381579579 NaN -901.0205860187945 -904.9920773131707 NaN -897.4034659774679 NaN -888.2313668355301 -904.9391261018152 -901.7270701003861 -899.4217765226322 -899.0473521104439 -898.4658877612377 -896.2985539728325 -897.0170414002296 NaN -890.5352849189394 -899.731590470516 NaN NaN NaN NaN NaN -899.5673267970806 -901.973613413348 -896.9624236188129 -905.6637625904327 -892.7795754966317
3.0397499999999997 -895.9826987936681 NaN -899.8840833348429 -903.9126408388919 NaN -896.3899231212727 NaN -886.8624471247399 -903.8564004057909 -900.6969265956391 -898.363311672279 -897.9727323929444 -897.4172007083182 -895.1470383879464 -895.9272082106875 NaN -889.5816406164383 -898.7091078610755 NaN NaN NaN NaN NaN -898.5618675267564 -900.9625654866652 -895.9532149620297 -904.5717916017309 -891.4925559238065
3.2930625 -894.7663945828281 NaN -898.7503088618907 -902.83064420224 NaN -895.3754426723037 NaN -885.4832064794444 -902.7738586298531 -899.6657895086582 -897.3055888611759 -896.8948117006825 -896.3690911779267 -893.9950935927175 -894.8387893707105 NaN -888.6354513760525 -897.6854597126595 NaN NaN NaN NaN NaN -897.5596342757672 -899.956032827549 -894.9443873211283 -903.4817925441165 -890.2093475896654
3.546375 -893.5548418524795 NaN -897.6153868766173 -901.7516676218175 NaN -894.3630597270887 NaN -884.1090717439668 -901.6937917202272 -898.6368716766829 -896.2502817031399 -895.8193485594518 -895.3235991467446 -892.8470939869082 -893.7529834317243 NaN -887.6914140109561 -896.6640598683141 NaN NaN NaN NaN NaN -896.5597205376694 -898.9518372210136 -893.9378165137794 -902.3884533214878 -888.9305534696687
3.7996874999999997 -892.3463430937111 NaN -896.4826328458187 -900.678438176928 NaN -893.3496732321947 NaN -882.7389862605813 -900.613392880985 -897.6070582555358 -895.1919117866444 -894.7448253372186 -894.2739841266293 -891.700328268154 -892.6648869782755 NaN -886.7394353989705 -895.6412444524028 NaN NaN NaN NaN NaN -895.5555029898355 -897.9458870194302 -892.9325085367818 -901.297705202693 -887.6544316447723
4.053 -891.1327702480501 NaN -895.3454862585238 -899.605602387638 NaN -892.3382570775473 NaN -881.3746978332064 -899.5354055507735 -896.5794586143298 -894.1360374848198 -893.6725968903165 -893.226943347781 -890.5574426726508 -891.5794742234564 NaN -885.7884819024298 -894.6205615861862 NaN NaN NaN NaN NaN -894.5534028461559 -896.9415344154944 -891.9295265573271 -900.2129838588573 -886.3751931973195
4.3063125 -889.922766992183 NaN -894.211567204203 -898.5276619487557 NaN -891.3317429473188 NaN -880.0160789410195 -898.4543349139819 -895.5521824905757 -893.085020506609 -892.6038427984686 -892.1826290906963 -889.4111367830976 -890.4992674735015 NaN -884.8420274714938 -893.6032542609121 NaN NaN NaN NaN NaN -893.5540330081622 -895.9308308169939 -890.9217465404797 -899.129973660905 -885.0990386119004
4.559625 -888.7163413888693 NaN -893.084965645489 -897.4525529947799 NaN -890.327386653517 NaN -878.661388681111 -897.37563173524 -894.5270189394402 -892.0361633778869 -891.5376450269339 -891.1408421769014 -888.2686277459572 -889.4210569621746 NaN -883.8976073339561 -892.5884064042989 NaN NaN NaN NaN NaN -892.5569328094012 -894.9211584757913 -889.9161079882713 -898.0408892290551 -883.8217965952872
4.812937499999999 -887.5125497647282 NaN -891.959366046168 -896.3815004487328 NaN -889.3160860730829 NaN -877.3024485523234 -896.301493163901 -893.5019502769344 -890.9814176402018 -890.4669035363416 -890.0966843615937 -887.1275166604656 -888.3366099058976 NaN -882.9504583140543 -891.5729959650557 NaN NaN NaN NaN NaN -891.5597987467663 -893.9172607709569 -888.9108605655657 -896.9538865400918 -882.5481356792269
5.06625 -886.3068397334946 NaN -890.8251750796996 -895.3126419189255 NaN -888.3067489124956 NaN -875.9492391356994 -895.2297149819974 -892.4789810127588 -889.9290470106941 -889.3985250625831 -889.0549614033027 -885.9905915448071 -887.254728196105 NaN -882.0047265661076 -890.5596483184465 NaN NaN NaN NaN NaN -890.5646826129183 -892.9160300941566 -887.9077647496665 -895.867766710844 -881.2819037485738
5.3195625 -885.1045416817906 NaN -889.6942101066406 -894.2457009178148 NaN -887.2998050114288 NaN -874.6046063021377 -894.1556389476175 -891.4568378412108 -888.8824264276298 -888.3323710461268 -888.0159785657872 -884.8601766515603 -886.1759520442506 NaN -881.0618021761977 -889.546856288779 NaN NaN NaN NaN NaN -889.569073405044 -891.9154209480671 -886.905463004482 -894.7838579294943 -880.0171315916249
5.572875 -883.9041203770838 NaN -888.5717671595977 -893.1786973683204 NaN -886.2948245166338 NaN -873.2656771239672 -893.0836890933372 -890.4366113802929 -887.8381178125048 -887.2685757607803 -886.9792940398727 -883.7329604849222 -885.0997468471352 NaN -880.1208580837719 -888.5361833416514 NaN NaN NaN NaN NaN -888.5752858823146 -890.9165597775304 -885.9051935907084 -893.7021952926506 -878.7449562505815
5.8261875 -882.7068555791799 NaN -887.4517159205882 -892.1076652391265 NaN -885.2931065493412 NaN -871.9173892100255 -892.0105187119689 -889.4128965039379 -886.791994677935 -886.2060205313535 -885.9393121039333 -882.5945484811457 -884.0258081454247 NaN -879.1772124214148 -887.5226886082605 NaN NaN NaN NaN NaN -887.5822083526155 -889.9195070838011 -884.903393571111 -892.6221733586758 -877.4760762919097
6.0794999999999995 -881.5102289309542 NaN -886.3299971341976 -891.0400311251083 NaN -884.2933338972631 NaN -870.5744724150229 -890.9396291163248 -888.3912459823783 -885.7482323976759 -885.1457147119618 -884.9017227428528 -881.4604267471516 -882.9543563759316 NaN -878.2345476303506 -886.5108280102766 NaN NaN NaN NaN NaN -886.5911434922953 -888.924330084883 -883.90360616538 -891.5402886704878 -876.2109551004364
6.3328125 -880.3164905630538 NaN -885.2102552289452 -889.976814607567 NaN -883.2962933084427 NaN NaN -889.8726524972597 -887.3743098947837 -884.7018386015 -884.0811715255381 -883.866440724096 -880.3352502038638 -881.8778234386899 NaN -877.2933046163225 -885.4987843386433 NaN NaN NaN NaN NaN -885.6004544899474 -887.9237969476848 -882.8998009035806 -890.4604389139106 -874.9479743116467
6.586125 -879.1221159839647 NaN -884.0876815129982 -888.9136699016344 NaN -882.3007322395424 NaN NaN -888.8079454461505 -886.3594489426474 -883.6577158911238 -883.0189329640898 -882.8335051567187 -879.2133983318615 -880.8037936382714 NaN -876.353758415627 -884.4887250173508 NaN NaN NaN NaN NaN -884.6116492343585 -886.9237253429886 -881.8973493241364 -889.3815172273734 -873.6814996933576
6.8394375 -877.9303217888587 NaN -882.9681891802009 -887.8484535665012 NaN -881.2940363775379 NaN NaN -887.7403474671621 -885.3408449497033 -882.6149749544406 -881.9593812646231 -881.7961967828792 -878.0861501283746 -879.7341076025921 NaN -875.4146316814958 -883.4839079836297 NaN NaN NaN NaN NaN -883.62036278611 -885.9275835198326 -880.9022875568262 -888.3044594425904 -872.4185434379157
7.09275 -876.7363296231035 NaN -881.854965171603 -886.7854379387795 NaN -880.2891909838368 NaN NaN -886.6748495045669 -884.32410774968 -881.5744434117993 -880.90215216208 -880.7611625268739 -876.9624050382663 -878.6665968317895 NaN -874.4769310404918 -882.4818345943586 NaN NaN NaN NaN NaN -882.6305247393254 -884.933771015441 -879.9106590835804 -887.2276058807154 -871.1613346692337
7.3460624999999995 -875.5457624087285 NaN -880.7424891869753 -885.7245815107412 NaN -879.2853659649711 NaN NaN -885.6094577461993 -883.3074410192069 -880.5340965044861 -879.8437860757078 -879.7309844832813 -875.8388595883979 -877.5945993210551 NaN -873.5400318048162 -881.4751079783007 NaN NaN NaN NaN NaN -881.6424303832825 -883.9383865413151 -878.9120732148984 -886.1528039694762 -869.9063045142282
7.599374999999999 -874.3597139797756 NaN -879.6254498199273 -884.6647643597815 NaN -878.2835944960931 NaN NaN -884.5462319946839 -882.2927231597422 -879.4960143611447 -878.7872910617816 -878.7032503201522 -874.7188899910325 -876.525056596827 NaN -872.6046930649065 -880.4700195264398 NaN NaN NaN NaN NaN -880.6563082429052 -882.9439773662264 -877.9145352387684 -885.0795475444439 -868.6477405482424
7.8526875 -873.1763557468341 NaN -878.5107475180905 -883.6047241045212 NaN -877.2881743375212 NaN NaN -883.4838598905784 -881.2774855003095 -878.4562967017183 -877.7298246913199 -877.6700334134748 -873.6040846964922 -875.4578015350739 NaN -871.6685221912659 -879.4688855658171 NaN NaN NaN NaN NaN -879.668150749683 -881.9495631873514 -876.9214530643604 -884.0080115943649 -867.392304360416
8.106 -871.9927950379727 NaN -877.3970651646277 -882.5454067129954 NaN -876.29459506975 NaN NaN -882.4236637771646 -880.2642275613875 -877.4187540027226 -876.6745347118539 -876.6386104070453 -872.492688873592 -874.3928423601537 NaN -870.7336113724878 -878.4701124563292 NaN NaN NaN NaN NaN -878.6815391368225 -880.9564711036396 -875.9307853617804 -882.9363998683107 -866.1397832093388
8.3593125 -870.8121822306049 NaN -876.2856411979517 -881.4864422052958 NaN -875.2983977682968 NaN NaN -881.360638848965 -879.2536796650489 -876.3831107240537 -875.6203049002319 -875.6112463960186 -871.376335807279 -873.329145028855 NaN -869.7983580285808 -877.4654088238781 NaN NaN NaN NaN NaN -877.6939228058086 -879.9610553018047 -874.9369156446056 -881.8665360282557 -864.8897575767345
8.612625 -869.6324353621376 NaN -875.174147718755 -880.4295941567431 NaN -874.3040337871133 NaN NaN -880.2995715742757 -878.2450585909141 -875.3496164636409 -874.5682277325266 -874.5861770981669 -870.2633646433151 NaN NaN -868.864414019341 -876.4616939278429 NaN NaN NaN NaN NaN -876.7080572950578 -878.9663040707851 -873.9443340287362 -880.7972037403438 -863.6396932168536
8.8659375 -868.4548121274098 NaN -874.065412222023 -879.3749516727556 NaN -873.3085927232512 NaN NaN -879.241940508123 -877.2346126581333 -874.3145858721908 -873.5157670558315 -873.5604925701036 -869.1527035443961 NaN NaN -867.9312110765771 -875.4630629048546 NaN NaN NaN NaN NaN -875.7265343310577 -877.9772911622949 -872.9521491300866 -879.7283436207723 -862.3916730961314
9.11925 -867.2749915633187 NaN -872.9616602059075 -878.3210161682488 NaN -872.3149160993528 NaN NaN -878.1859999804051 -876.2260691973439 -873.2814867414395 -872.4652540143011 -872.5368485425381 -868.0454606579165 NaN NaN -866.9994948851618 -874.4669082211146 NaN NaN NaN NaN NaN -874.7473352663625 -876.9913332300782 -871.9616395332962 -878.6558680924958 -861.1404940841287
9.372562499999999 -866.0981074988999 NaN -871.8589194722962 -877.2678351382917 NaN -871.3216246985908 NaN NaN -877.12614866795 -875.2135534240173 -872.2463241869149 -871.4121592547183 -871.5130788797089 -866.9341471149819 NaN NaN -866.0643657510931 -873.4707058488038 NaN NaN NaN NaN NaN -873.7640727310205 -876.0026311394549 -870.9684339871201 -877.585821158038 -859.8929864796143
9.625874999999999 -864.9232895185137 NaN -870.7516020150942 -876.2148381365377 NaN -870.3302091058795 NaN NaN -876.0683915516283 -874.2027078916174 -871.2130866869104 -870.3612146522687 -870.4913757205786 -865.8259900097107 NaN NaN -865.1304211216194 -872.4761076768817 NaN NaN NaN NaN NaN -872.7811985367948 -875.0139363001913 -869.9767203770484 -876.5196435767147 -858.6504358036079
9.8791875 -863.7511757889149 NaN -869.6462426254034 -875.1623249105876 NaN -869.3374542557891 NaN NaN -875.0144269279574 -873.1982613270523 -870.1862856396624 -869.3154407445379 -869.4705777437562 -864.7233261366991 NaN NaN -864.1963572860063 -871.4810477564176 NaN NaN NaN NaN NaN -871.8009876051908 -874.0261637916611 -868.9880744050758 -875.4547023832133 -857.4100660968564
10.1325 -862.5783147632959 NaN -868.5412455024002 -874.1125444132034 NaN -868.3464020538224 NaN NaN -873.9625040679464 -872.1959716892859 -869.1617152475218 -868.271687671068 -868.451862895567 -863.6237860556503 NaN NaN -863.2634758297955 -870.4874999936544 NaN NaN NaN NaN NaN -870.8228192305774 -873.0397235200135 -868.0015247345489 -874.3879907000339 -856.169082184797
10.3858125 -861.4081013911223 NaN -867.4379589800793 -873.0653705509833 NaN -867.3577529480187 NaN NaN -872.9087406128415 -871.1886366546878 -868.1325161778118 -867.226040810858 -867.4279581216451 -862.5235417804674 NaN NaN -862.3356043682568 -869.4936052226819 NaN NaN NaN NaN NaN -869.8462202187178 -872.0570106091967 -867.0140062622372 -873.3237925523255 -854.9308963851665
10.639125 -860.2393859608966 NaN -866.3349063006046 -872.0183810148375 -857.1834007452919 -866.3710903503123 NaN NaN -871.856915889365 -870.1831584500768 -867.1051652944802 -866.1824363705374 -866.4060860307231 -861.4265084870979 NaN NaN -861.4101889226406 -868.5013758745852 NaN NaN NaN NaN NaN -868.8713374174864 -871.0766875911603 -866.0278730549078 -872.264248000602 -853.6937748500164
10.8924375 -859.0727967591135 NaN -865.2342543932872 -870.9715958890121 -856.2688667105225 -865.3813973542972 NaN NaN -870.805832036681 -869.1805469746893 -866.0787931287712 -865.1388137123868 -865.3864356273521 -860.3241952704034 NaN NaN -860.4832251013863 -867.508370342505 NaN NaN NaN -864.5757056995715 NaN -867.8987830384726 -870.0928762385934 -865.0413115103806 -871.205097310688 -852.4580252290284
11.14575 -857.9062448018419 NaN -864.1358087689864 -869.9250524922122 -855.3570369222034 -864.3935471030686 NaN NaN -869.75661140142 -868.1796672363353 -865.0544148016027 -864.097092161024 -864.3688740165319 -859.2250088225944 NaN NaN -859.5573073240988 -866.5166926375032 NaN NaN NaN -863.5895488937182 NaN -866.9282873093537 -869.1080104464871 -864.0560525347455 -870.1438113011358 -851.2218325861328
11.3990625 -856.7421780076678 NaN -863.0396514234374 -868.8789030275864 -854.4510888468305 -863.4043322905629 NaN NaN -868.7077541136719 -867.1771843939136 -864.0299640073032 -863.0557658634821 -863.3549581587636 -858.1327643452721 NaN NaN -858.6319482169838 -865.5303969371048 NaN NaN NaN -862.6053800574996 NaN -865.9508814470398 -868.1239811163694 -863.0710588296838 -869.083976072089 -849.9879135529047
11.652375 -855.5791198971863 NaN -861.9454687891775 -867.8327441783691 -853.5447898394409 -862.4172509980406 NaN NaN -867.6608508612383 -866.1764778257307 -863.0075298946894 -862.0164130322617 -862.3430318694398 -857.0436208385449 NaN NaN -857.7079130833764 -864.546626419302 NaN NaN NaN -861.623027255753 NaN -864.9736380543413 -867.1412227082059 -862.0875427731413 -868.023938358268 -848.7543806725032
11.905687499999999 -854.4186999302387 NaN -860.8529091501003 -866.7868921642499 -852.6323947739261 -861.4376030640531 NaN NaN -866.6145015107272 -865.1749528559264 -861.9863836562527 -860.9757998788598 -861.3261412289387 -855.9516689025534 NaN NaN -856.7811586460019 -863.5592411289952 NaN NaN NaN -860.6415568501159 NaN -864.0002552373446 -866.1616827471444 -861.1059424536802 -866.9653616002363 -847.5238256358857
12.158999999999999 -853.2593833826024 NaN -859.7594606680557 -865.7450107632153 -851.7217571084237 -860.4605030676237 NaN NaN -865.5699005858313 -864.1751977873666 -860.9672789868571 -859.9370829119073 -860.3111641089524 -854.8625038476207 NaN NaN -855.8545621675205 -862.5723062950547 NaN NaN NaN -859.6615727660492 NaN -863.0290230748569 -865.1847093709167 -860.1261547249087 -865.9070827534774 -846.2958672134185
12.412312499999999 -852.1014713583321 NaN -858.6677011916081 -864.7068460815345 -850.8124040703549 -859.4750084914293 NaN NaN -864.5242795980687 -863.1771145627335 -859.9455427884053 -858.8949656002785 -859.2991088354834 -853.7717812425744 NaN NaN -854.9321597928517 -861.5838418912641 NaN NaN NaN -858.6784876939611 NaN -862.0544116745347 -864.2062305320818 -859.144940192597 -864.8504135817352 -845.0707179352867
12.665625 -850.9428099211008 NaN -857.575312050276 -863.6663816698684 -849.9032968864337 -858.4904950390373 NaN NaN -863.4803499227756 -862.1807463570201 -858.9255846316114 -857.8548150633843 -858.28908383013 -852.6840815309308 NaN NaN -854.0120897219791 -860.5968440173892 NaN NaN NaN -857.694786459881 NaN -861.0814748616315 -863.2267705474624 -858.1649045445304 -863.7950734310915 -843.8474772027773
12.9189375 -849.7851154910381 NaN -856.485214431812 -862.6233850571579 -848.9883352740088 -857.5137138519186 NaN NaN -862.434101126943 -861.1835635190953 -857.905991505306 -856.8225489874286 -857.2809362735343 -851.5970329361729 NaN NaN -853.0881360994641 -859.6120529517291 NaN NaN NaN -856.7123704698173 NaN -860.1126544550539 -862.249038695179 -857.1847513479817 -862.7409347454108 -842.6256564795412
13.17225 -848.6266097028522 NaN -855.3971861871443 -861.5824618691986 -848.0761240956429 -856.5392779883239 NaN NaN -861.3897464267332 -860.1879839736412 -856.8883866317954 -855.7921038475955 -856.2747017311017 -850.5129822849344 NaN NaN -852.1651678157195 -858.6291876956626 NaN NaN NaN -855.7315279990613 NaN -859.1464850208507 -861.2729576336045 -856.2056468579742 -861.6864942763792 -841.4023263021531
13.4255625 -847.4707516598527 NaN -854.310906550864 -860.5436536479357 -847.1696586063733 -855.5663603646524 NaN NaN -860.3506557960254 -859.1917872820675 -855.8697967636516 -854.75680666277 -855.2615036051499 -849.4339106885527 NaN NaN -851.2422836166461 -857.6466204674853 NaN NaN NaN -854.751689612849 NaN -858.1800237533434 -860.2987216841466 -855.2270765592871 -860.6337274101069 -840.1813763401947
13.678875 -846.3244779045112 NaN -853.2225090248216 -859.5055116104444 -846.2648923545734 -854.5952583214738 NaN NaN -859.3132517730712 -858.1971304016101 -854.8529367900596 -853.7233782377564 -854.2501476483379 -848.3576933508949 NaN NaN -850.3205622198484 -856.6653820944116 NaN NaN NaN -853.7733143720448 NaN -857.2146222269529 -859.3262790760091 -854.2498182599504 -859.5820553261774 -838.9608998805652
13.9321875 -845.1771244856095 NaN -852.1359391234892 -858.4682495131907 -845.3617502168929 -853.6176887400859 NaN NaN -858.2702193424847 -857.2054928975698 -853.838328647949 -852.6898975987626 -853.2431404869467 -847.2766174046279 NaN NaN -849.4015180249164 -855.6853721570455 NaN NaN NaN -852.7979151952603 NaN -856.2465091410502 -858.3537582471058 -853.2715720098914 -858.5315938886214 -837.7437159920314
14.1855 -844.0259429345322 NaN -851.0488645872013 -857.4321446645572 -844.4591840925577 -852.6425153973892 NaN NaN -857.2291365959655 -856.2156804231515 -852.8256540472939 -851.6581742679267 -852.2377350465938 -846.1980261389742 NaN NaN -848.4842740042335 -854.7069911970634 NaN NaN NaN -851.8248382636543 NaN -855.2789503012325 -857.3816954557047 -852.2942001063986 -857.478832099604 -836.5288321179479
14.4388125 -842.877870937457 NaN -849.9640888414497 -856.3971722282125 -843.5536171725273 -851.6719884691513 NaN NaN -856.1923297931057 -855.2197181785323 -851.8144586578773 -850.624572865433 -851.2315845008509 -845.1208162935234 NaN NaN -847.5616575213388 -853.7286950514763 NaN NaN NaN -850.8487218718428 NaN -854.3137395756573 -856.4052477232308 -851.319793197029 -856.427890534584 -835.3150493034999
14.692124999999999 -841.7369479939607 NaN -848.8819714010124 -855.3654738503282 -842.6495737727685 -850.7029473106426 NaN NaN -855.1572566294384 -854.2252986642266 -850.8051369919694 -849.5928285095016 -850.2268740403024 -844.046384223353 NaN NaN -846.6387829242808 -852.7517464158766 NaN NaN NaN -849.8734340780309 NaN -853.35053547916 -855.426598136591 -850.3478162151607 -855.3788017630495 -834.0990229183982
14.945437499999999 -840.5953264490774 NaN -847.801893411131 -854.3374463302747 -841.7467607949937 -849.729473435217 NaN NaN -854.1208868746711 -853.2400098079229 -849.7933720608069 -848.5636196471079 -849.2199386707741 -842.972390052516 NaN NaN -845.7222019156641 -851.7737340472183 NaN NaN NaN -848.8992068184774 NaN -852.3855089423015 -854.4532046126817 -849.3737207319111 -854.3308258482184 -832.887470261298
15.198749999999999 -839.4532033457947 NaN -846.7234865043035 -853.3058631416213 -840.8446416365587 -848.757794526036 NaN NaN -853.0863207972004 -852.2563704089763 -848.7833203304641 -847.5361731827893 -848.2147921724277 -841.9010448509058 NaN NaN -844.8086203080937 -850.7968863359781 NaN NaN NaN -847.9264182043398 NaN -851.421588255801 -853.4846481604443 -848.4001974003427 -853.2823185357583 -831.6812343678287
15.4520625 -838.3113577945913 NaN -845.6433997496238 -852.2709192120709 -839.9413558412313 -847.7868451537769 NaN NaN -852.052820507627 -851.2634206994741 -847.7705867566495 -846.50743093098 -847.2143513155569 -840.8290216789298 NaN NaN -843.8924940673578 -849.8205469058246 NaN NaN NaN -846.9545004995763 NaN -850.457068108442 -852.5154493158678 -847.4296325336106 -852.2362443638465 -830.4771359054439
15.705375 -837.1678419720263 NaN -844.5601116122268 -851.2380662426493 -839.0396094007417 -846.8178980215238 NaN NaN -851.0207436795479 -850.2719068308297 -846.7597382325105 -845.480526612464 -846.2158424813374 -839.759487038068 NaN NaN -842.9760891246815 -848.8454891532938 NaN NaN NaN -845.9840102594131 NaN -849.4933007342993 -851.5454740416349 -846.460955171776 -851.1941056641604 -829.2704872614684
15.9586875 -836.0273239258117 NaN -843.4813596720617 -850.2073834735065 -838.1395637226145 -845.8533886267608 NaN NaN -849.9842578687808 -849.2862893392944 -845.75451498233 -844.4579379963996 -845.2139351756254 -838.6876984635672 NaN NaN -842.0614267627092 -847.8716814384147 NaN NaN NaN -845.0102603306342 NaN -848.5329845826228 -850.5766219138527 -845.4863610876158 -850.1515490135962 -828.0655626273938
16.212 -834.8923827282297 NaN -842.4076251393196 -849.1785260205777 -837.2404432933185 -844.8905134241959 NaN NaN -848.9495533131629 -848.3021510797437 -844.7504930528237 -843.4370102077651 -844.2132368597153 -837.6186355655398 NaN NaN -841.1482717449535 -846.8993663328895 NaN NaN NaN -844.0375284435415 NaN -847.5754632187891 -849.608999911641 -844.5104546481288 -849.104303531936 -826.8608706441846
16.4653125 -833.7592927463268 NaN -841.3357681507196 -848.1515240537071 -836.3412341257833 -843.9222962654251 NaN NaN -847.9208850663882 -847.31692155167 -843.7431102354375 -842.411162628212 -843.2164678016306 -836.5585454743893 NaN NaN -840.2344958599582 -845.9270497609598 NaN NaN NaN -843.0639922639765 NaN -846.617227841497 -848.6425004995012 -843.541276261923 -848.0590465327026 -825.658637667389
